Gender,Age,Debt,Married,BankCustomer,Industry,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved,Reason
1,37.33,6.5,1,1,CommunicationServices,Black,4.25,1,1,12,1,ByBirth,93,0,1,"This application was approved due to Income, YearsEmployed, Employed, CreditScore, Debt, Citizen."
1,23.08,2.5,1,1,Energy,White,1.085,1,1,11,1,ByBirth,60,2184,1,"This application was approved due to Income, YearsEmployed, ZipCode, CreditScore, Employed, Citizen, Ethnicity, Age, PriorDefault."
1,32.75,1.5,1,1,InformationTechnology,Black,5.5,1,1,3,1,ByBirth,0,0,1,"This application was approved due to Income, Employed, YearsEmployed, ZipCode, Citizen, PriorDefault, Industry."
0,21.67,11.5,0,0,Research,Other,0.0,1,1,11,1,ByBirth,0,0,1,"This application was approved due to Income, Employed, ZipCode, CreditScore, Industry, Citizen, Debt, Ethnicity, PriorDefault."
0,28.5,3.04,0,0,Utilities,Black,2.54,1,1,1,0,ByBirth,70,0,1,"This application was approved due to Income, YearsEmployed, Employed, Industry, Debt, Citizen, PriorDefault."
0,68.67,15.0,1,1,Education,Other,0.0,1,1,14,0,ByBirth,0,3376,1,"This application was approved due to Income, Employed, CreditScore, ZipCode, Citizen, Ethnicity, Debt, PriorDefault."
1,28.0,2.0,1,1,Financials,Black,4.165,1,1,2,1,ByBirth,181,0,1,"This application was approved due to Income, YearsEmployed, Employed, Citizen, Age."
1,34.08,0.08,0,0,CommunicationServices,Asian,0.04,1,1,1,1,ByBirth,280,2000,1,"This application was approved due to Income, Employed, Citizen."
1,27.67,2.0,1,1,Utilities,Black,1.0,1,1,4,0,ByBirth,140,7544,1,"This application was approved due to Income, Employed, CreditScore, Industry, Citizen, Age, PriorDefault."
1,44.0,2.0,1,1,CommunicationServices,White,1.75,1,1,2,1,ByBirth,0,15,1,"This application was approved due to YearsEmployed, Employed, ZipCode, Citizen, Ethnicity, PriorDefault."
1,25.08,1.71,1,1,Utilities,White,1.665,1,1,1,1,ByBirth,395,20,1,"This application was approved due to YearsEmployed, Employed, Industry, Citizen, Age, Ethnicity, ZipCode."
1,32.0,1.75,0,0,Education,Black,0.04,1,0,0,1,ByBirth,393,0,1,"This application was approved due to Income, Citizen, Age."
0,60.58,16.5,1,1,Materials,White,11.0,1,0,0,1,ByBirth,21,10561,1,"This application was approved due to Income, YearsEmployed, ZipCode, Industry, Citizen, Debt, Ethnicity, PriorDefault."
0,40.83,10.0,1,1,Materials,Black,1.75,1,0,0,0,ByBirth,29,837,1,"This application was approved due to Income, YearsEmployed, ZipCode, Industry, Citizen, Debt."
1,19.33,9.5,1,1,Materials,White,1.0,1,0,0,1,ByBirth,60,400,1,"This application was approved due to Income, ZipCode, Industry, Citizen, Debt, Ethnicity, Age, PriorDefault."
0,32.33,0.54,1,1,InformationTechnology,White,0.04,1,0,0,0,ByBirth,440,11177,1,"This application was approved due to Income, Citizen, ZipCode, Ethnicity, Industry."
1,36.67,3.25,1,1,Materials,Black,9.0,1,0,0,1,ByBirth,102,639,1,"This application was approved due to Income, YearsEmployed, Industry, Citizen, Debt, PriorDefault."
1,37.5,1.125,0,0,Real Estate,White,1.5,0,0,0,1,ByBirth,431,0,1,"This application was approved due to Income, YearsEmployed, Industry, Citizen, Ethnicity."
0,25.08,2.54,0,0,ConsumerStaples,White,0.25,1,0,0,1,ByBirth,370,0,1,"This application was approved due to Income, Citizen, Age, Ethnicity, ZipCode, PriorDefault."
1,41.33,0.0,1,1,Energy,Asian,15.0,1,0,0,0,ByBirth,0,0,1,"This application was approved due to Income, YearsEmployed, ZipCode, Citizen."
1,56.0,12.5,1,1,Financials,Black,8.0,1,0,0,1,ByBirth,24,2028,1,"This application was approved due to Income, YearsEmployed, ZipCode, Citizen, Debt, PriorDefault."
0,49.83,13.585,1,1,Financials,Black,8.5,1,0,0,1,ByBirth,0,0,1,"This application was approved due to Income, YearsEmployed, ZipCode, Citizen, Debt, Age."
1,22.67,10.5,1,1,Materials,Black,1.335,1,0,0,0,ByBirth,100,0,1,"This application was approved due to Income, YearsEmployed, Industry, Citizen, Debt, Age, PriorDefault."
1,27.0,1.5,0,0,Industrials,White,0.375,1,0,0,1,ByBirth,260,1065,1,"This application was approved due to Income, Citizen, Age, Ethnicity, Industry."
1,25.0,12.5,1,1,ConsumerStaples,White,3.0,1,0,0,1,ByOtherMeans,20,0,1,"This application was approved due to Income, YearsEmployed, ZipCode, Ethnicity, Age, Debt, PriorDefault."
0,26.08,8.665,1,1,ConsumerStaples,White,1.415,1,0,0,0,ByBirth,160,150,1,"This application was approved due to YearsEmployed, Citizen, Ethnicity, Debt, Age."
0,18.42,9.25,1,1,Materials,White,1.21,1,1,4,0,ByBirth,60,540,1,"This application was approved due to Income, YearsEmployed, ZipCode, Employed, CreditScore, Industry, Citizen, Ethnicity, Debt."
1,20.17,8.17,1,1,ConsumerStaples,White,1.96,1,1,14,0,ByBirth,60,158,1,"This application was approved due to YearsEmployed, ZipCode, Employed, CreditScore, Citizen, Ethnicity, Debt, Age."
1,47.67,0.29,1,1,Energy,Asian,15.0,1,1,20,0,ByBirth,0,15000,1,"This application was approved due to Income, YearsEmployed, Employed, ZipCode, CreditScore, Citizen, PriorDefault."
0,21.25,2.335,1,1,ConsumerDiscretionary,Asian,0.5,1,1,4,0,ByOtherMeans,80,0,1,"This application was approved due to Income, Employed, CreditScore, Age, PriorDefault."
0,20.67,3.0,1,1,Materials,White,0.165,1,1,3,0,ByBirth,100,6,1,"This application was approved due to Employed, Industry, Debt, Citizen, Ethnicity, Age, PriorDefault."
0,57.08,19.5,1,1,Energy,White,5.5,1,1,7,0,ByBirth,0,3000,1,"This application was approved due to Income, YearsEmployed, Employed, ZipCode, CreditScore, Citizen, Ethnicity, Debt."
0,22.42,5.665,1,1,Materials,White,2.585,1,1,7,0,ByBirth,129,3257,1,"This application was approved due to Income, YearsEmployed, Employed, CreditScore, Industry, Citizen, Debt, Ethnicity."
1,48.75,8.5,1,1,Energy,Black,12.5,1,1,9,0,ByBirth,181,1655,1,"This application was approved due to Income, YearsEmployed, Employed, CreditScore, Citizen, Debt."
1,40.0,6.5,1,1,ConsumerStaples,Asian,3.5,1,1,1,0,ByBirth,0,500,1,"This application was approved due to Income, YearsEmployed, ZipCode, Employed, Citizen, Debt, PriorDefault."
1,40.58,5.0,1,1,Energy,White,5.0,1,1,7,0,ByBirth,0,3065,1,"This application was approved due to Income, YearsEmployed, Employed, ZipCode, CreditScore, Debt, Citizen, Ethnicity, PriorDefault."
0,28.67,1.04,1,1,Energy,White,2.5,1,1,5,1,ByBirth,300,1430,1,"This application was approved due to Income, Employed, YearsEmployed, CreditScore, Citizen, Ethnicity, Age, ZipCode."
0,33.08,4.625,1,1,Materials,Black,1.625,1,1,2,0,ByBirth,0,0,1,"This application was approved due to Income, YearsEmployed, Employed, ZipCode, Industry, Citizen, Debt."
1,21.33,10.5,1,1,Energy,White,3.0,1,0,0,1,ByBirth,0,0,1,"This application was approved due to Income, YearsEmployed, ZipCode, Citizen, Ethnicity, Debt, Age, PriorDefault."
1,42.0,0.205,1,1,ConsumerDiscretionary,Black,5.125,1,0,0,0,ByBirth,400,0,1,"This application was approved due to Income, YearsEmployed, Citizen."
1,41.75,0.96,1,1,Utilities,White,2.5,1,0,0,0,ByBirth,510,600,1,"This application was approved due to Income, YearsEmployed, Industry, Citizen, Ethnicity, ZipCode."
1,22.67,1.585,0,0,Industrials,White,3.085,1,1,6,0,ByBirth,80,0,1,"This application was approved due to Income, YearsEmployed, Employed, CreditScore, Citizen, Ethnicity, Age, Industry."
1,34.5,4.04,0,0,ConsumerDiscretionary,Asian,8.5,1,1,7,1,ByBirth,195,0,1,"This application was approved due to Income, YearsEmployed, Employed, CreditScore, Citizen, Debt."
1,28.25,5.04,0,0,Energy,Asian,1.5,1,1,8,1,ByBirth,144,7,1,"This application was approved due to Employed, YearsEmployed, CreditScore, Debt, Citizen, Age."
1,33.17,3.165,0,0,Utilities,White,3.165,1,1,3,1,ByBirth,380,0,1,"This application was approved due to Income, YearsEmployed, Employed, Industry, Debt, Citizen, Ethnicity, PriorDefault."
1,48.17,7.625,1,1,Industrials,Black,15.5,1,1,12,0,ByBirth,0,790,1,"This application was approved due to Income, YearsEmployed, Employed, ZipCode, CreditScore, Citizen, Debt."
1,27.58,2.04,0,0,ConsumerStaples,White,2.0,1,1,3,1,ByBirth,370,560,1,"This application was approved due to Income, YearsEmployed, Employed, Citizen, Age, Ethnicity, PriorDefault."
1,22.58,10.04,1,1,Utilities,White,0.04,1,1,9,0,ByBirth,60,396,1,"This application was approved due to Income, ZipCode, Employed, CreditScore, Industry, Citizen, Ethnicity, Debt, Age."
0,24.08,0.5,1,1,Materials,Black,1.25,1,1,1,0,ByBirth,0,678,1,"This application was approved due to Income, YearsEmployed, Employed, ZipCode, Industry, Citizen, Age, PriorDefault."
0,41.33,1.0,1,1,ConsumerDiscretionary,Asian,2.25,1,0,0,1,ByBirth,0,300,1,"This application was approved due to YearsEmployed, ZipCode, Citizen."
1,24.83,2.75,1,1,Energy,White,2.25,1,1,6,0,ByBirth,0,600,1,"This application was approved due to Income, YearsEmployed, ZipCode, Employed, CreditScore, Citizen, Ethnicity, Age, PriorDefault."
0,20.75,10.25,1,1,Materials,White,0.71,1,1,2,1,ByBirth,49,0,1,"This application was approved due to Income, ZipCode, Employed, Industry, Citizen, Ethnicity, PriorDefault, Debt."
1,36.33,2.125,0,0,Industrials,White,0.085,1,1,1,0,ByBirth,50,1187,1,"This application was approved due to Income, Employed, ZipCode, Citizen, Ethnicity, Industry."
0,35.42,12.0,1,1,Materials,Black,14.0,1,1,8,0,ByBirth,0,6590,1,"This application was approved due to Income, YearsEmployed, Employed, ZipCode, CreditScore, Industry, Citizen, Debt, PriorDefault."
0,71.58,0.0,1,1,Energy,White,0.0,0,0,0,0,Temporary,0,0,1,"This application was approved due to Income, ZipCode, Ethnicity, PriorDefault."
1,28.67,9.335,1,1,Materials,Black,5.665,1,1,6,0,ByBirth,381,168,1,"This application was approved due to YearsEmployed, Employed, CreditScore, Industry, Citizen, Debt, ZipCode."
1,35.17,2.5,1,1,Financials,White,4.5,1,1,7,0,ByBirth,150,1270,1,"This application was approved due to Income, YearsEmployed, Employed, CreditScore, Citizen, Ethnicity."
1,39.5,4.25,1,1,Energy,Asian,6.5,1,1,16,0,ByBirth,117,1210,1,"This application was approved due to Income, YearsEmployed, Employed, CreditScore, Debt, Citizen."
1,39.33,5.875,1,1,InformationTechnology,Black,10.0,1,1,14,1,ByBirth,399,0,1,"This application was approved due to Income, YearsEmployed, Employed, CreditScore, Debt, Citizen, Industry, ZipCode."
1,24.33,6.625,0,0,Real Estate,White,5.5,1,0,0,1,ByOtherMeans,100,0,1,"This application was approved due to Income, YearsEmployed, Industry, Debt, Age, Ethnicity."
1,60.08,14.5,1,1,Healthcare,Latino,18.0,1,1,15,1,ByBirth,0,1000,1,"This application was approved due to Income, YearsEmployed, Employed, ZipCode, CreditScore, Citizen, Debt, Industry, Ethnicity, PriorDefault."
1,23.08,11.5,1,1,ConsumerDiscretionary,White,3.5,1,1,9,0,ByBirth,56,742,1,"This application was approved due to Income, YearsEmployed, Employed, CreditScore, ZipCode, Citizen, Age, Ethnicity, Debt."
1,26.67,2.71,0,0,InformationTechnology,White,5.25,1,1,1,0,ByBirth,211,0,1,"This application was approved due to Income, YearsEmployed, Employed, Citizen, Age, Industry, Ethnicity, PriorDefault."
1,48.17,3.5,1,1,ConsumerStaples,White,3.5,1,0,0,0,ByOtherMeans,230,0,1,"This application was approved due to Income, YearsEmployed, Debt, Ethnicity."
1,41.17,4.04,1,1,InformationTechnology,Black,7.0,1,1,8,0,ByBirth,320,0,1,"This application was approved due to Income, YearsEmployed, Employed, CreditScore, Citizen, Debt, Industry, PriorDefault."
1,55.92,11.5,1,1,Healthcare,Latino,5.0,1,1,5,0,ByBirth,0,8851,1,"This application was approved due to Income, YearsEmployed, ZipCode, CreditScore, Employed, Citizen, Ethnicity, Debt, PriorDefault, Industry."
1,53.92,9.625,1,1,Education,White,8.665,1,1,5,0,ByBirth,0,0,1,"This application was approved due to Income, YearsEmployed, ZipCode, Employed, CreditScore, Citizen, Debt, Ethnicity."
0,18.92,9.25,0,0,Energy,White,1.0,1,1,4,1,ByBirth,80,500,1,"This application was approved due to Income, Employed, CreditScore, Citizen, Debt, Ethnicity, PriorDefault."
0,50.08,12.54,1,1,ConsumerStaples,White,2.29,1,1,3,1,ByBirth,156,0,1,"This application was approved due to YearsEmployed, Income, Employed, Citizen, Debt, Ethnicity, PriorDefault."
1,65.42,11.0,1,1,Education,Other,20.0,1,1,7,1,ByBirth,22,0,1,"This application was approved due to Income, YearsEmployed, Employed, ZipCode, CreditScore, Citizen, Debt, Ethnicity, PriorDefault."
0,17.58,9.0,1,1,ConsumerStaples,White,1.375,1,0,0,1,ByBirth,0,0,1,"This application was approved due to Income, YearsEmployed, ZipCode, Citizen, Ethnicity, Debt, Age."
0,18.83,9.54,1,1,ConsumerStaples,White,0.085,1,0,0,0,ByBirth,100,0,1,"This application was approved due to Income, Citizen, Debt, Ethnicity."
0,37.75,5.5,1,1,Materials,White,0.125,1,0,0,1,ByBirth,228,0,1,"This application was approved due to Income, Industry, Debt, Citizen, Ethnicity."
1,23.25,4.0,1,1,Energy,Asian,0.25,1,0,0,1,ByBirth,160,0,1,"This application was approved due to Income, Citizen, Debt, Age, PriorDefault."
1,18.08,5.5,1,1,Financials,White,0.5,1,0,0,0,ByBirth,80,0,1,"This application was approved due to Income, Citizen, Debt, Ethnicity, Age."
0,22.5,8.46,0,0,Utilities,White,2.46,0,0,0,0,ByBirth,164,0,1,"This application was denied due to Employed, ZipCode, CreditScore."
1,19.67,0.375,1,1,Materials,White,2.0,1,1,2,1,ByBirth,80,0,1,"This application was approved due to Income, YearsEmployed, Employed, Industry, Citizen, Ethnicity."
1,22.08,11.0,1,1,InformationTechnology,White,0.665,1,0,0,0,ByBirth,100,0,1,"This application was approved due to Income, Citizen, Debt, Ethnicity, Industry."
1,25.17,3.5,1,1,InformationTechnology,White,0.625,1,1,7,0,ByBirth,0,7059,1,"This application was approved due to Income, ZipCode, Employed, CreditScore, Debt, Citizen, Age, Ethnicity, Industry."
0,47.42,3.0,1,1,Utilities,White,13.875,1,1,2,1,ByBirth,519,1704,1,"This application was approved due to Income, YearsEmployed, Employed, Industry, Citizen, Debt, Ethnicity, ZipCode, PriorDefault."
1,33.5,1.75,1,1,Utilities,Black,4.5,1,1,4,1,ByBirth,253,857,1,"This application was approved due to Income, YearsEmployed, Employed, CreditScore, Industry, Citizen."
1,27.67,13.75,1,1,Industrials,White,5.75,1,0,0,1,ByBirth,487,500,1,"This application was approved due to Income, YearsEmployed, Citizen, Debt, Ethnicity, Age, Industry, PriorDefault."
0,58.42,21.0,1,1,ConsumerDiscretionary,Asian,10.0,1,1,13,0,ByBirth,0,6700,1,"This application was approved due to Income, Employed, YearsEmployed, ZipCode, CreditScore, Citizen, Debt, PriorDefault."
0,20.67,1.835,1,1,Materials,White,2.085,1,1,5,0,ByBirth,220,2503,1,"This application was approved due to Income, YearsEmployed, Employed, CreditScore, Industry, Citizen, Age, Ethnicity, PriorDefault."
1,26.17,0.25,1,1,ConsumerDiscretionary,Asian,0.0,1,0,0,1,ByBirth,0,0,1,"This application was approved due to Income, ZipCode, Citizen, Age."
1,21.33,7.5,1,1,ConsumerStaples,White,1.415,1,1,1,0,ByBirth,80,9800,1,"This application was approved due to Income, YearsEmployed, Employed, Citizen, Ethnicity, Debt, PriorDefault."
1,42.83,4.625,1,1,Materials,White,4.58,1,0,0,0,ByOtherMeans,0,0,1,"This application was approved due to Income, YearsEmployed, ZipCode, Industry, Debt, Ethnicity."
1,38.17,10.125,1,1,Utilities,White,2.5,1,1,6,0,ByBirth,520,196,1,"This application was approved due to YearsEmployed, Employed, CreditScore, Industry, Citizen, Ethnicity, Debt, ZipCode."
1,20.5,10.0,0,0,Energy,White,2.5,1,0,0,0,ByOtherMeans,40,0,1,"This application was approved due to Income, YearsEmployed, ZipCode, Ethnicity, Debt, PriorDefault."
1,48.25,25.085,1,1,Industrials,White,1.75,1,1,3,0,ByBirth,120,14,1,"This application was approved due to YearsEmployed, Employed, Citizen, Ethnicity, Debt, Industry."
1,28.33,5.0,1,1,Industrials,White,11.0,1,0,0,1,ByBirth,70,0,1,"This application was approved due to Income, YearsEmployed, Debt, Citizen, Age, Ethnicity, Industry."
0,18.75,7.5,1,1,Materials,White,2.71,1,1,5,0,ByBirth,0,26726,1,"This application was approved due to Income, YearsEmployed, Employed, ZipCode, CreditScore, Industry, Citizen, Debt, Ethnicity, Age, PriorDefault."
1,18.5,2.0,1,1,ConsumerDiscretionary,White,1.5,1,1,2,0,ByBirth,120,300,1,"This application was approved due to YearsEmployed, Employed, Citizen, Ethnicity, Age."
1,33.17,3.04,0,0,Energy,Black,2.04,1,1,1,1,ByBirth,180,18027,1,"This application was approved due to Income, YearsEmployed, Employed, Debt, Citizen."
1,45.0,8.5,1,1,InformationTechnology,Black,14.0,1,1,1,1,ByBirth,88,2000,1,"This application was approved due to Income, YearsEmployed, Employed, Citizen, Debt, PriorDefault, Industry."
0,19.67,0.21,1,1,Materials,Black,0.29,1,1,11,0,ByBirth,80,99,1,"This application was approved due to Employed, CreditScore, Industry, Citizen."
1,24.5,12.75,1,1,Energy,Asian,4.75,1,1,2,0,ByBirth,73,444,1,"This application was approved due to Income, YearsEmployed, Employed, Citizen, Age, Debt, PriorDefault."
1,21.83,11.0,1,1,Utilities,White,0.29,1,1,6,0,ByBirth,121,0,1,"This application was approved due to Income, Employed, CreditScore, Industry, Citizen, Debt, Ethnicity, Age."
1,40.25,21.5,1,1,Education,Other,20.0,1,1,11,0,ByBirth,0,1200,1,"This application was approved due to Income, YearsEmployed, ZipCode, Employed, CreditScore, Citizen, Debt, Ethnicity, PriorDefault."
1,41.42,5.0,1,1,Materials,Black,5.0,1,1,6,1,ByBirth,470,0,1,"This application was approved due to Income, YearsEmployed, Employed, CreditScore, Industry, Citizen, Debt, PriorDefault, Age."
0,17.83,11.0,1,1,Utilities,Black,1.0,1,1,11,0,ByBirth,0,3000,1,"This application was approved due to Income, ZipCode, Employed, CreditScore, Industry, Citizen, Debt, PriorDefault, Age."
1,23.17,11.125,1,1,Utilities,Black,0.46,1,1,1,0,ByBirth,100,0,1,"This application was approved due to Income, Employed, Industry, Citizen, Debt, Age, PriorDefault."
1,28.46,0.625,1,1,Financials,White,0.25,0,0,0,0,ByBirth,380,2010,0,"This application was denied due to Employed, YearsEmployed, CreditScore, Debt, Industry, ZipCode."
1,18.17,10.25,1,1,Energy,Black,1.085,0,0,0,0,ByBirth,320,13,0,"This application was denied due to Income, Employed, CreditScore, Industry, Ethnicity, PriorDefault, ZipCode."
1,20.0,11.045,1,1,Energy,White,2.0,0,0,0,1,ByBirth,136,0,0,"This application was denied due to Employed, CreditScore, ZipCode, Industry, PriorDefault."
1,20.0,0.0,1,1,Real Estate,White,0.5,0,0,0,0,ByBirth,144,0,0,"This application was denied due to Employed, YearsEmployed, ZipCode, Debt, CreditScore, PriorDefault."
0,20.75,9.54,1,1,ConsumerDiscretionary,White,0.04,0,0,0,0,ByBirth,200,1000,0,"This application was denied due to YearsEmployed, Employed, ZipCode, Industry, CreditScore."
0,24.5,1.75,0,0,Energy,White,0.165,0,0,0,0,ByBirth,132,0,0,"This application was denied due to YearsEmployed, Employed, ZipCode, CreditScore, Debt, Industry, PriorDefault."
1,32.75,2.335,1,1,Real Estate,Black,5.75,0,0,0,1,ByBirth,292,0,0,"This application was denied due to Employed, CreditScore, Ethnicity, Debt, ZipCode, Age."
0,52.17,0.0,0,0,Healthcare,Latino,0.0,0,0,0,0,ByBirth,0,0,0,"This application was denied due to YearsEmployed, Employed, CreditScore, Debt, Age, PriorDefault."
0,48.17,1.335,1,1,ConsumerDiscretionary,Other,0.335,0,0,0,0,ByBirth,0,120,0,"This application was denied due to Income, Employed, YearsEmployed, Industry, CreditScore, Debt, Age, PriorDefault."
0,20.42,10.5,0,0,Utilities,Black,0.0,0,0,0,1,ByBirth,154,32,0,"This application was denied due to Income, YearsEmployed, Employed, CreditScore, ZipCode, Ethnicity."
1,50.75,0.585,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,145,0,0,"This application was denied due to YearsEmployed, Employed, ZipCode, CreditScore, Debt, Age."
1,17.08,0.085,0,0,Energy,White,0.04,0,0,0,0,ByBirth,140,722,0,"This application was denied due to YearsEmployed, Employed, CreditScore, ZipCode, Debt, Industry."
1,18.33,1.21,0,0,Education,Other,0.0,0,0,0,0,ByBirth,100,0,0,"This application was denied due to YearsEmployed, Employed, Industry, CreditScore, ZipCode, Debt, Age."
0,32.0,6.0,1,1,Real Estate,White,1.25,0,0,0,0,ByBirth,272,0,0,"This application was denied due to Employed, ZipCode, CreditScore."
1,59.67,1.54,1,1,Materials,White,0.125,1,0,0,1,ByBirth,260,0,1,"This application was approved due to Income, Industry, Citizen, Ethnicity, PriorDefault."
1,18.0,0.165,1,1,Materials,Other,0.21,0,0,0,0,ByBirth,200,40,1,"This application was approved due to Industry, Citizen, Ethnicity, Age."
1,37.58,0.0,1,1,Energy,White,0.0,0,0,0,0,Temporary,0,0,1,"This application was approved due to Income, ZipCode, Ethnicity, Age, PriorDefault."
1,32.33,2.5,1,1,Energy,White,1.25,0,0,0,1,ByBirth,280,0,0,"This application was denied due to Employed, CreditScore, Industry, Debt, Age, ZipCode."
1,18.08,6.75,0,0,CommunicationServices,White,0.04,0,0,0,0,ByBirth,140,0,0,"This application was denied due to YearsEmployed, Employed, Industry, ZipCode, CreditScore, Age."
1,38.25,10.125,0,0,Financials,White,0.125,0,0,0,0,ByBirth,160,0,0,"This application was denied due to YearsEmployed, Employed, CreditScore, ZipCode, Age, PriorDefault, Industry."
1,30.67,2.5,1,1,InformationTechnology,Black,2.25,0,0,0,1,ByOtherMeans,340,0,0,"This application was denied due to Employed, CreditScore, Citizen, Ethnicity, Debt, Age, PriorDefault."
1,18.58,5.71,1,1,Real Estate,White,0.54,0,0,0,0,ByBirth,120,0,0,"This application was denied due to Employed, YearsEmployed, CreditScore, ZipCode, PriorDefault."
0,19.17,5.415,1,1,ConsumerDiscretionary,Black,0.29,0,0,0,0,ByBirth,80,484,0,"This application was denied due to Employed, YearsEmployed, Industry, CreditScore, ZipCode, Ethnicity, PriorDefault."
0,18.17,10.0,0,0,Materials,Black,0.165,0,0,0,0,ByBirth,340,0,0,"This application was denied due to YearsEmployed, Employed, CreditScore, Ethnicity, Age."
1,24.58,13.5,0,0,Healthcare,Latino,0.0,0,0,0,0,ByBirth,0,0,0,"This application was denied due to YearsEmployed, Employed, CreditScore, Industry."
1,16.25,0.835,1,1,CommunicationServices,White,0.085,1,0,0,0,ByOtherMeans,200,0,0,"This application was denied due to YearsEmployed, Employed, ZipCode, Industry, CreditScore, Citizen, Debt, PriorDefault."
1,21.17,0.875,0,0,Energy,Black,0.25,0,0,0,0,ByBirth,280,204,0,"This application was denied due to Income, Employed, YearsEmployed, CreditScore, Debt, Industry, Ethnicity."
1,23.92,0.585,0,0,InformationTechnology,Black,0.125,0,0,0,0,ByBirth,240,1,0,"This application was denied due to Income, YearsEmployed, Employed, ZipCode, CreditScore, Debt, Ethnicity, Industry."
1,17.67,4.46,1,1,Energy,White,0.25,0,0,0,0,ByOtherMeans,80,0,0,"This application was denied due to Employed, YearsEmployed, Citizen, ZipCode, CreditScore, Industry, PriorDefault, Age."
0,16.5,1.25,1,1,Materials,White,0.25,0,1,1,0,ByBirth,108,98,0,"This application was denied due to Income, YearsEmployed, ZipCode, CreditScore, Debt, PriorDefault."
1,23.25,12.625,1,1,Energy,White,0.125,0,1,2,0,ByBirth,0,5552,0,"This application was denied due to YearsEmployed, CreditScore, Industry, PriorDefault."
1,17.58,10.0,1,1,Industrials,Black,0.165,0,1,1,0,ByBirth,120,1,0,"This application was denied due to Income, YearsEmployed, CreditScore, ZipCode, Ethnicity."
0,28.46,1.5,1,1,Healthcare,Latino,0.0,0,1,2,1,ByBirth,200,105,0,"This application was denied due to Income, YearsEmployed, ZipCode, CreditScore, Debt, PriorDefault, Industry."
1,29.5,0.58,1,1,Industrials,White,0.29,0,1,1,0,ByBirth,340,2803,0,"This application was denied due to YearsEmployed, Debt, CreditScore, Age, PriorDefault, ZipCode."
1,18.83,0.415,0,0,Energy,White,0.165,0,1,1,0,ByBirth,200,1,0,"This application was denied due to Income, YearsEmployed, ZipCode, Debt, CreditScore, Industry, Age."
0,21.75,1.75,0,0,Research,Other,0.0,0,0,0,0,ByBirth,160,0,0,"This application was denied due to YearsEmployed, Employed, CreditScore, ZipCode, Debt."
1,23.0,0.75,1,1,CommunicationServices,White,0.5,0,0,0,1,ByOtherMeans,320,0,0,"This application was denied due to Employed, YearsEmployed, Debt, Citizen, CreditScore, Industry, ZipCode."
0,18.25,10.0,1,1,Industrials,White,1.0,0,1,1,0,ByBirth,120,1,0,"This application was denied due to Income, YearsEmployed, ZipCode, CreditScore, Age, PriorDefault."
1,25.42,0.54,1,1,Industrials,White,0.165,0,1,1,0,ByBirth,272,444,0,"This application was denied due to YearsEmployed, ZipCode, Debt, CreditScore, PriorDefault."
1,35.75,2.415,1,1,Industrials,White,0.125,0,1,2,0,ByBirth,220,1,0,"This application was denied due to Income, YearsEmployed, ZipCode, CreditScore, Debt, Age, PriorDefault."
0,16.08,0.335,1,1,Healthcare,Latino,0.0,0,1,1,0,ByBirth,160,126,0,"This application was denied due to Income, YearsEmployed, ZipCode, Debt, CreditScore, Age."
0,31.92,3.125,1,1,Healthcare,Latino,3.04,0,1,2,1,ByBirth,200,4,0,"This application was denied due to Income, ZipCode, CreditScore, Age, PriorDefault."
1,69.17,9.0,1,1,Healthcare,Latino,4.0,0,1,1,0,ByBirth,70,6,0,"This application was denied due to Income, ZipCode, CreditScore, Age."
1,32.92,2.5,1,1,ConsumerStaples,White,1.75,0,1,2,1,ByBirth,720,0,0,"This application was denied due to Industry, CreditScore, Debt, Age."
1,16.33,2.75,1,1,ConsumerStaples,White,0.665,0,1,1,0,ByBirth,80,21,0,"This application was denied due to Income, YearsEmployed, Industry, ZipCode, Debt, CreditScore, PriorDefault, Age."
1,22.17,12.125,1,1,Energy,White,3.335,0,1,2,1,ByBirth,180,173,0,"This application was denied due to Income, ZipCode, CreditScore, Industry, PriorDefault."
0,57.58,2.0,1,1,Healthcare,Latino,6.5,0,1,1,0,ByBirth,0,10,0,"This application was denied due to Income, CreditScore, Debt, Age, Industry."
1,18.25,0.165,1,1,Real Estate,White,0.25,0,0,0,1,ByOtherMeans,280,0,0,"This application was denied due to Employed, YearsEmployed, CreditScore, Citizen, Debt, ZipCode."
1,23.42,1.0,1,1,Energy,White,0.5,0,0,0,1,ByOtherMeans,280,0,0,"This application was denied due to Employed, YearsEmployed, Citizen, CreditScore, Debt, Industry, ZipCode."
0,15.92,2.875,1,1,Materials,White,0.085,0,0,0,0,ByBirth,120,0,0,"This application was denied due to YearsEmployed, Employed, CreditScore, ZipCode."
0,24.75,13.665,1,1,Materials,Black,1.5,0,0,0,0,ByBirth,280,1,0,"This application was denied due to Income, Employed, CreditScore, Ethnicity."
1,48.75,26.335,0,0,Healthcare,Latino,0.0,1,0,0,1,ByBirth,0,0,0,"This application was denied due to YearsEmployed, Employed, CreditScore, Age."
1,23.5,2.75,1,1,Healthcare,Latino,4.5,0,0,0,0,ByBirth,160,25,0,"This application was denied due to Income, Employed, CreditScore, ZipCode, Debt."
